"구","동","인구","고령자","장애인구","기초생활수급인구","일반인구","고령자비율","장애인비율","기초비율","일반비율","정보화점수"
"금천구","시흥3동",11524,2195,556,323,8450,0.190472058313086,0.0482471364109684,0.0280284623394655,0.73325234293648,0.884169472405415
"금천구","시흥4동",22216,3761,1097,1046,16312,0.169292401872524,0.0493788260713,0.0470831832913216,0.734245588764854,0.891240682391069
"금천구","시흥5동",20872,4086,1197,1413,14176,0.195764660789575,0.0573495592180912,0.0676983518589498,0.679187428133384,0.871964737447298
"영등포구","여의동",34598,5893,755,91,27859,0.170327764610671,0.0218220706399214,0.002630209838719,0.805219954910688,0.907179027689462
"영등포구","당산1동",21524,3212,805,406,17101,0.14922876788701,0.037400111503438,0.0188626649321687,0.794508455677383,0.909893839435049
"영등포구","당산2동",36324,4301,924,180,30919,0.118406563153838,0.0254377271225636,0.00495540138751239,0.851200308336086,0.931559189516573
"영등포구","양평1동",18263,2401,715,272,14875,0.131467995400537,0.039150194382084,0.0148935005201774,0.814488309697202,0.918849860373433
"영등포구","양평2동",22802,2408,615,204,19575,0.105604771511271,0.0269713183054118,0.00894658363301465,0.858477326550303,0.936793921585826
"영등포구","신길1동",19750,3252,826,673,14999,0.164658227848101,0.0418227848101266,0.0340759493670886,0.759443037974684,0.898205012658228
"영등포구","신길3동",18727,2958,861,696,14212,0.157953756608106,0.0459763977145298,0.0371655897901426,0.758904255887222,0.899672611737064
"영등포구","신길4동",9985,1806,532,522,7125,0.180871306960441,0.0532799198798197,0.0522784176264397,0.7135703555333,0.883302754131197
"영등포구","신길5동",10670,1861,527,432,7850,0.174414245548266,0.0493908153701968,0.0404873477038425,0.735707591377694,0.889764104967198
"영등포구","신길6동",19434,3101,759,436,15138,0.159565709581146,0.0390552639703612,0.0224349078933827,0.77894411855511,0.903588093032829
"영등포구","신길7동",17075,2036,477,170,14392,0.119238653001464,0.0279355783308931,0.00995607613469985,0.842869692532943,0.929491244509517
"영등포구","대림1동",16332,2781,751,462,12338,0.170279206465834,0.045983345579231,0.0282880235121234,0.755449424442812,0.894972385500857
"영등포구","대림2동",21370,2870,711,433,17356,0.134300421151146,0.0332709405708938,0.0202620496022461,0.812166588675714,0.91849386991109
"영등포구","대림3동",28638,4107,1156,715,22660,0.143410852713178,0.0403659473426915,0.0249668272924087,0.791256372651721,0.910813918569732
"영등포구","영등포본동",24813,3856,1074,754,19129,0.155402410027002,0.0432837625438278,0.030387296981421,0.770926530447749,0.902957965582557
"영등포구","영등포동",27166,3351,1067,1451,21297,0.123352720312155,0.0392770374733122,0.0534123536773909,0.783957888537142,0.916509902083487
"영등포구","도림동",21552,3285,921,629,16717,0.152422048997773,0.0427338530066815,0.0291852264291017,0.775658871566444,0.9048285077951
"영등포구","문래동",31963,4393,934,250,26386,0.137440165191002,0.0292212871132247,0.00782154365985671,0.825517004035917,0.920317116666145
"동작구","노량진2동",13789,2604,663,829,9693,0.188846181739067,0.0480818043367902,0.0601203858147799,0.702951628109363,0.87974196823555
"동작구","상도1동",48153,6625,1524,1073,38931,0.137582289784645,0.0316491184349885,0.0222831391605923,0.808485452619774,0.917056278944199
"동작구","상도2동",29270,4252,973,481,23564,0.14526819268876,0.033242227536727,0.016433208062863,0.80505637171165,0.913651247010591
"동작구","상도3동",26041,4165,1155,824,19897,0.159940094466418,0.0443531354402673,0.0316424100456972,0.764064360047617,0.900128067278522
"동작구","상도4동",29893,4685,1309,1138,22761,0.15672565483558,0.0437895159401867,0.0380691131703074,0.761415716053926,0.900861439132907
"동작구","사당1동",24026,3550,796,547,19133,0.147756597019895,0.0331307749937568,0.0227670024140514,0.796345625572297,0.911398859568801
"동작구","사당3동",26034,4195,800,381,20658,0.161135438273028,0.0307290466313283,0.0146347084581701,0.793500806637474,0.906846239532918
"동작구","사당4동",14921,2489,563,455,11414,0.166811875879633,0.0377320554922592,0.0304939347228738,0.764962133905234,0.899073252462972
"동작구","사당5동",12886,1980,484,325,10097,0.153655129598013,0.0375601427906255,0.0252211702623002,0.783563557349061,0.906578534844017
"동작구","대방동",40177,5390,1598,1360,31829,0.13415635811534,0.0397740000497797,0.0338502128083232,0.792219429026558,0.91417134181248
"동작구","신대방1동",26599,3518,815,385,21881,0.132260611301177,0.0306402496334449,0.0144742283544494,0.822624910710929,0.921339524042257
"동작구","신대방2동",20719,2893,711,471,16644,0.139630291037212,0.0343163280081085,0.0227327573724601,0.803320623582219,0.915075244944254
"동작구","흑석동",35551,5506,1149,681,28215,0.15487609349948,0.0323197659700149,0.0191555793085989,0.793648561221907,0.908703440128266
"동작구","노량진1동",32563,5419,1266,824,25054,0.166415870773577,0.0388784817123729,0.0253047937843565,0.769400853729693,0.899747996191997
"동작구","사당2동",28290,4955,929,429,21977,0.175150229763167,0.0328384588193708,0.0151643690349947,0.776846942382467,0.899053234358431
"관악구","보라매동",26496,4224,1144,837,20291,0.159420289855072,0.0431763285024155,0.0315896739130435,0.765813707729469,0.900786194142512
"관악구","청림동",16286,2628,659,522,12477,0.161365590077367,0.0404642023824143,0.0320520692619428,0.766118138278276,0.900634962544517
"관악구","행운동",30061,4135,1111,812,24003,0.137553640930109,0.036958185023785,0.027011742789661,0.798476431256445,0.914533082731779
"관악구","낙성대동",17623,1927,465,329,14902,0.109345741360722,0.0263859728763548,0.0186687851103671,0.845599500652556,0.933513022754355
"관악구","중앙동",15895,2316,597,402,12580,0.14570619691727,0.037558980811576,0.0252909720037748,0.79144385026738,0.910541868512111
"관악구","인헌동",27088,3751,913,468,21956,0.138474601299468,0.0337049616066155,0.0172770230360307,0.810543414057885,0.916755648257531
"관악구","남현동",18980,2605,570,205,15600,0.137249736564805,0.030031612223393,0.0108008429926238,0.821917808219178,0.919652528977871
"관악구","서원동",24068,3159,826,647,19436,0.131253116170849,0.0343194282865215,0.0268821671929533,0.807545288349676,0.918578153564899
"관악구","신원동",19742,3086,830,778,15048,0.156316482625874,0.0420423462668423,0.03940836794651,0.762232803160774,0.901423361361564
"관악구","서림동",24339,3341,853,717,19428,0.137269403015736,0.0350466329758823,0.0294588931344755,0.798225070873906,0.914904145609926
"관악구","신사동_관",25960,3379,923,912,20746,0.130161787365177,0.0355546995377504,0.0351309707241911,0.799152542372881,0.917353890600925
"관악구","신림동",22525,1895,560,471,19599,0.0841287458379578,0.0248612652608213,0.0209100998890122,0.870099889012209,0.946256381798002
"관악구","난향동",16394,2668,723,536,12467,0.16274246675613,0.0441015005489813,0.0326948883737953,0.760461144321093,0.898636513358546
"관악구","조원동",19579,2659,728,511,15681,0.135808774707595,0.0371826957454415,0.0260993922059349,0.800909137341029,0.915481740640482
"관악구","대학동",24457,2687,720,659,20391,0.10986629594799,0.0294394242957027,0.0269452508484279,0.833749028907879,0.930876436194137
"관악구","은천동",35337,5546,1688,1254,26849,0.156945977304242,0.0477686277839092,0.0354868834366245,0.759798511475224,0.899860259784362
"관악구","성현동",31175,5160,1442,1279,23294,0.16551724137931,0.0462550120288693,0.0410264635124298,0.74720128307939,0.895161603849238
"관악구","청룡동",34440,4113,1011,677,28639,0.119425087108014,0.0293554006968641,0.01965737514518,0.831562137049942,0.927327351916376
"관악구","난곡동",28912,5033,1584,1563,20732,0.174079966795794,0.054786939679026,0.0540605976757056,0.717072495849474,0.885905540951854
"관악구","삼성동",25226,5530,1558,1278,16860,0.219218266867518,0.0617616744628558,0.0506620153809562,0.66835804328867,0.861588519781178
"관악구","미성동",32751,5352,1394,976,25029,0.163414857561601,0.042563585844707,0.0298006167750603,0.764220939818631,0.899286922536716
"서초구","서초1동",21579,2898,489,269,17923,0.134297233421382,0.0226609203392187,0.0124658232540896,0.83057602298531,0.923293757820103
"서초구","서초2동",18837,2091,297,88,16361,0.111004937091894,0.0157668418537984,0.00467165684556989,0.868556564208738,0.938507883420927
"서초구","서초3동",30951,4391,700,295,25565,0.141869406481212,0.0226163936544861,0.0095311944686763,0.825983005395625,0.920006623372427
"서초구","서초4동",31988,3899,463,39,27587,0.121889458546955,0.0144741778166813,0.00121920720270101,0.862417156433663,0.934063148680755
"서초구","잠원동",35131,3848,621,247,30415,0.109532891178731,0.017676695795736,0.00703082747431044,0.865759585551223,0.938222481568985
"서초구","반포본동",12190,1885,192,38,10075,0.154634946677605,0.0157506152584085,0.00311730926989336,0.826497128794094,0.916954716981132
"서초구","반포1동",33237,3332,564,283,29058,0.100249721695701,0.0169690405271234,0.00851460721485092,0.874266630562325,0.942853476547222
"서초구","반포2동",16385,1859,258,5,14263,0.113457430576747,0.0157461092462618,0.000305157155935307,0.870491303021056,0.938008971620384
"서초구","반포3동",20390,2412,315,22,17641,0.118293281020108,0.0154487493869544,0.00107896027464443,0.865179009318293,0.935561794997548
"서초구","반포4동",20232,2663,358,83,17128,0.131623171213919,0.0176947410043495,0.00410241202056149,0.84657967576117,0.927654557137208
"서초구","방배본동",21585,2924,464,260,17937,0.135464442900162,0.0214964095436646,0.0120454018994672,0.830993745656706,0.923164975677554
"서초구","방배1동",17524,2713,476,251,14084,0.154816251997261,0.0271627482309975,0.01432321387811,0.803697785893632,0.911237674047021
"서초구","방배2동",20958,3364,720,381,16493,0.160511499188854,0.0343544231319782,0.0181792155740052,0.786954862105163,0.905373365779177
"서초구","방배3동",22455,3552,583,286,18034,0.158183032732131,0.0259630371854821,0.0127365842796705,0.803117345802717,0.910213181919394
"서초구","방배4동",24083,3231,588,249,20015,0.134161026450193,0.0244155628451605,0.0103392434497363,0.83108416725491,0.923131960303949
"서초구","양재1동",45940,6379,1965,1875,35721,0.13885502829778,0.0427731824118415,0.0408141053548106,0.777557683935568,0.909680235089247
"서초구","양재2동",23161,2720,650,510,19281,0.117438797979362,0.028064418634774,0.0220197746211303,0.832477008764734,0.928358015629722
"서초구","내곡동",18481,2975,853,664,13989,0.160976137654889,0.0461555110654185,0.0359287917320491,0.756939559547644,0.898306206374114
"강남구","신사동_강",17546,2900,413,149,14084,0.165279835860025,0.0235381283483415,0.00849196398039439,0.802690071811239,0.908167787529921
"강남구","논현1동",23792,2869,587,521,19815,0.120586751849361,0.0246721587088097,0.0218981170141224,0.832842972427707,0.927926950235373
"강남구","논현2동",21904,2972,505,393,18034,0.135682980277575,0.0230551497443389,0.0179419284149014,0.823319941563185,0.921566837107378
"강남구","삼성1동",14920,2108,304,133,12375,0.141286863270777,0.0203753351206434,0.0089142091152815,0.829423592493298,0.921141487935657
"강남구","삼성2동",30674,3251,565,401,26457,0.105985525200496,0.0184195083784312,0.0130729608137185,0.862522005607355,0.938753341592228
"강남구","대치1동",25302,2199,285,21,22797,0.0869101256817643,0.0112639317050036,0.000829973915105525,0.900995968698127,0.952679630068769
"강남구","대치4동",20822,1956,384,391,18091,0.0939391028719623,0.0184420324656613,0.0187782153491499,0.868840649313226,0.943827730285275
"강남구","역삼1동",37002,3517,799,641,32045,0.095048916274796,0.0215934273823037,0.017323387924977,0.866034268417923,0.942469758391438
"강남구","역삼2동",37336,3479,637,370,32850,0.0931808442254125,0.0170612813370474,0.00991000642811228,0.879847868009428,0.946127142704093
"강남구","도곡1동",22626,2782,425,110,19309,0.122955891452312,0.0187837001679484,0.00486166357288076,0.853398744806859,0.931502475028728
"강남구","도곡2동",34437,4415,497,48,29477,0.128205128205128,0.014432151464994,0.00139384963847025,0.855968870691407,0.930890408572175
"강남구","개포1동",6920,1507,228,145,5040,0.217774566473988,0.0329479768786127,0.0209537572254335,0.728323699421965,0.876749566473988
"강남구","개포4동",18405,2260,542,547,15056,0.122792719369736,0.0294485194240695,0.0297201847324097,0.818038576473784,0.923952349904917
"강남구","일원본동",24399,2618,718,73,20990,0.107299479486864,0.0294274355506373,0.0029919258986024,0.860281159063896,0.936116111316037
"강남구","일원1동",16438,3015,1084,1526,10813,0.183416474023604,0.065944762136513,0.0928336780630247,0.657805085776858,0.871146489840613
"강남구","일원2동",18160,3001,1181,1141,12837,0.165253303964758,0.0650330396475771,0.0628303964757709,0.706883259911894,0.885480396475771
"강남구","수서동",15934,4099,2173,3079,6583,0.257248650684072,0.13637504706916,0.193234592694866,0.413141709551902,0.794351826283419
"강남구","세곡동",45064,6051,2006,2033,34974,0.134275696786792,0.0445144683117344,0.0451136161903071,0.776096218711166,0.910684115924019
"강남구","압구정동",27712,4894,489,81,22248,0.176602193995381,0.0176457852193995,0.00292292147806005,0.802829099307159,0.905375866050808
"강남구","청담동",30120,3998,563,185,25374,0.13273572377158,0.0186918990703851,0.00614209827357238,0.842430278884462,0.926431673306773
"강남구","대치2동",38647,4335,621,149,33542,0.112169120500944,0.0160685176080938,0.0038554092167568,0.867906952674205,0.937960617900484
"강남구","개포2동",22049,2799,432,145,18673,0.126944532631865,0.0195927252936641,0.00657626196199374,0.846886480112477,0.928957458388136
"송파구","풍납1동",15518,2743,692,457,11626,0.176762469390385,0.0445933754349787,0.0294496713494007,0.749194483825235,0.891999162263178
"송파구","풍납2동",25288,3419,826,454,20589,0.135202467573553,0.0326637140145524,0.0179531793736159,0.814180639038279,0.91862480227776
"송파구","거여1동",13221,2165,626,520,9910,0.163754632781181,0.0473489146055518,0.0393313667649951,0.749565085848272,0.895960517358747
"송파구","거여2동",16921,3007,926,641,12347,0.177708173275811,0.0547248980556705,0.0378819218722298,0.729685006796289,0.88678145499675
"송파구","마천1동",20764,3990,1258,1384,14132,0.192159506838759,0.0605856289732229,0.0666538239260258,0.680601040261992,0.872868522442689
"송파구","마천2동",20242,3843,1210,1304,13885,0.189852781345717,0.0597767019069262,0.0644205118071337,0.685950004940223,0.874658136547772
"송파구","방이1동",16524,2023,440,264,13797,0.122427983539095,0.0266279351246672,0.0159767610748003,0.834967320261438,0.927335996126846
"송파구","방이2동",26044,3248,785,597,21414,0.124712025802488,0.0301412993395792,0.0229227461219475,0.822223928735985,0.923884963907234
"송파구","오륜동",18864,2375,296,11,16182,0.125901187446989,0.0156912637828668,0.000583121289228159,0.857824427480916,0.931759382951654
"송파구","오금동",41067,5646,1439,1246,32736,0.137482650303163,0.035040299997565,0.0303406628192953,0.797136386879977,0.914654126184041
"송파구","송파1동",26026,3223,691,463,21649,0.123837700760778,0.0265503727042189,0.017789902405287,0.831822024129716,0.926357642357642
"송파구","송파2동",20862,2672,509,302,17379,0.128079762247148,0.0243984277633976,0.0144760809126642,0.83304572907679,0.925495685936152
"송파구","석촌동",34309,4151,1039,838,28281,0.120988661867149,0.0302835990556414,0.0244250779678801,0.82430266110933,0.925451659914308
"송파구","삼전동",32613,3678,938,867,27130,0.112777113421028,0.0287615368104744,0.0265844908472082,0.831876858921289,0.929704933615429
"송파구","가락본동",27876,3392,745,456,23283,0.12168173339073,0.0267254986368202,0.0163581575548859,0.835234610417564,0.927613897259291
"송파구","가락1동",27716,2776,512,84,24344,0.100158753066821,0.0184730841391254,0.00303074036657526,0.878337422427479,0.943305960456054
"송파구","가락2동",33920,3797,925,453,28745,0.111939858490566,0.0272700471698113,0.0133549528301887,0.847435141509434,0.932800117924528
"송파구","문정1동",21301,2697,601,320,17683,0.126613774001221,0.0282146378104314,0.0150227688840899,0.830148819304258,0.924875311018262
"송파구","문정2동",29967,3546,518,75,25828,0.118330163179497,0.0172856809156739,0.00250275302833116,0.861881402876498,0.934700403777489
"송파구","장지동",33055,4124,1426,1168,26337,0.124761760701861,0.0431402208440478,0.0353350476478596,0.796762970806232,0.917509423687793
"송파구","위례동",28296,1922,749,413,25212,0.0679247950240317,0.0264701724625389,0.0145957025728018,0.891009329940628,0.954867684478371
"송파구","잠실본동",29628,3475,826,674,24653,0.117287700823545,0.0278790333468341,0.022748751181315,0.832084514648306,0.928374645605508
"송파구","잠실4동",22240,2522,433,17,19268,0.11339928057554,0.0194694244604317,0.000764388489208633,0.86636690647482,0.936729856115108
"송파구","잠실6동",17441,2577,372,34,14458,0.147755289260937,0.0213290522332435,0.00194942950518892,0.828966229000631,0.918740783211972
"송파구","잠실7동",10191,2006,210,12,7963,0.196840349327838,0.0206064174271416,0.00117750956726523,0.781375723677755,0.894564812089098
"송파구","잠실2동",36809,3245,582,26,32956,0.0881577874976229,0.0158113504849357,0.000706348990735961,0.895324513026705,0.950571001657203
"송파구","잠실3동",36038,5072,706,40,30220,0.140740329652034,0.0195904323214385,0.0011099395082968,0.838559298518231,0.922962262056718
"강동구","강일동",32127,4527,1518,981,25101,0.140909515360911,0.0472499766551499,0.0305350639648893,0.781305444019049,0.908867214492483
"강동구","상일동",10773,1579,487,261,8446,0.146570129026269,0.0452056066091154,0.0242272347535505,0.783997029611065,0.907754385964912
"강동구","명일1동",26758,3521,861,309,22067,0.131586815158084,0.032177292772255,0.0115479482771508,0.824687943792511,0.921650497047612
"강동구","명일2동",17778,2255,454,169,14900,0.126842164472944,0.0255371807852402,0.00950613117336033,0.838114523568455,0.926557599280009
"강동구","고덕1동",27079,2652,749,294,23384,0.0979356697071531,0.0276598101850142,0.0108571217548654,0.863547398352967,0.940085342885631
"강동구","고덕2동",19345,2372,766,511,15696,0.122615662962006,0.0395967950374774,0.0264150943396226,0.811372447660894,0.921227138795554
"강동구","암사2동",14774,2123,488,126,12037,0.143698389061865,0.0330310004061189,0.0085284960064979,0.814742114525518,0.91581034249357
"강동구","암사3동",18693,2368,552,84,15689,0.126678435778099,0.0295297705023271,0.00449366072861499,0.839298132990959,0.926144974054459
"강동구","천호1동",28400,4789,1429,1177,21005,0.16862676056338,0.0503169014084507,0.041443661971831,0.739612676056338,0.892193521126761
"강동구","천호3동",27996,4479,1337,1134,21046,0.159987141020146,0.0477568224032005,0.0405057865409344,0.751750250035719,0.897515466495214
"강동구","성내1동",20561,2821,663,231,16846,0.137201497981616,0.032245513350518,0.0112348621176013,0.819318126550265,0.918872233840766
"강동구","성내2동",25186,3990,1062,643,19491,0.158421345191773,0.0421662828555547,0.0255300563805289,0.773882315572143,0.902619828476138
"강동구","성내3동",23921,3432,885,483,19121,0.143472262865265,0.0369967810710255,0.0201914635675766,0.799339492496133,0.912686342544208
"강동구","둔촌1동",283,94,3,2,184,0.332155477031802,0.0106007067137809,0.00706713780918728,0.65017667844523,0.829247349823321
"강동구","둔촌2동",27752,4010,960,477,22305,0.144494090515999,0.0345921014701643,0.0171879504179879,0.803725857595849,0.913466957336408
"강동구","암사1동",36693,5623,1688,1535,27847,0.153244488049492,0.0460033248848554,0.0418335922383016,0.758918594827351,0.901248112719047
"강동구","천호2동",35904,5692,1765,1658,26789,0.158533868092692,0.0491588680926916,0.0461786987522282,0.746128565062389,0.896841995320856
"강동구","길동",46367,7125,2002,1198,36042,0.153665322319753,0.043177259689003,0.0258373412125003,0.777320076778743,0.904612504583001
